Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2018-01-01 00:00:00.000000 UTC,13715.65,13818.55,12750,13380,8609.915844,2018-01-01 23:59:59.999000 UTC,114799747.4,105595,3961.938946,52809747.44
2018-01-02 00:00:00.000000 UTC,13382.16,15473.49,12890.02,14675.11,20078.09211,2018-01-02 23:59:59.999000 UTC,279717107.4,177728,11346.32674,158080088.7
2018-01-03 00:00:00.000000 UTC,14690,15307.56,14150,14919.51,15905.66764,2018-01-03 23:59:59.999000 UTC,236116868.3,162787,8994.953566,133587333.2
2018-01-04 00:00:00.000000 UTC,14919.51,15280,13918.04,15059.54,21329.64957,2018-01-04 23:59:59.999000 UTC,312781583.8,170310,12680.81295,186116793
2018-01-05 00:00:00.000000 UTC,15059.56,17176.24,14600,16960.39,23251.49113,2018-01-05 23:59:59.999000 UTC,369321956.5,192969,13346.62229,211829900.7
2018-01-06 00:00:00.000000 UTC,16960.39,17143.13,16011.21,17069.79,18571.45751,2018-01-06 23:59:59.999000 UTC,309216921,158242,11007.16406,183417769.1
2018-01-07 00:00:00.000000 UTC,17069.79,17099.96,15610,16150.03,12493.12556,2018-01-07 23:59:59.999000 UTC,206194706.4,120269,6779.320508,112151163.1
2018-01-08 00:00:00.000000 UTC,16218.85,16322.3,12812,14902.54,26600.60991,2018-01-08 23:59:59.999000 UTC,396569997.2,208642,13756.84439,206049582.1
2018-01-09 00:00:00.000000 UTC,14902.54,15500,14011.05,14400,14315.00425,2018-01-09 23:59:59.999000 UTC,210630187.5,156656,6841.233287,100698572.9
2018-01-10 00:00:00.000000 UTC,14401,14955.66,13131.31,14907.09,17411.00166,2018-01-10 23:59:59.999000 UTC,244011366.8,161476,8529.554675,119570139.8
2018-01-11 00:00:00.000000 UTC,14940,14968.68,11400,13238.78,33554.72375,2018-01-11 23:59:59.999000 UTC,446587594.7,239416,16422.01998,218762237.4
2018-01-12 00:00:00.000000 UTC,13238.76,14109.78,12500,13740.01,16417.16214,2018-01-12 23:59:59.999000 UTC,222516076.3,134452,8117.312075,110040020.2
2018-01-13 00:00:00.000000 UTC,13749.95,14580,13706.15,14210,12221.50853,2018-01-13 23:59:59.999000 UTC,173086488.5,123639,5574.178408,78958098.95
2018-01-14 00:00:00.000000 UTC,14210,14339.5,12569.2,13474.99,17017.89433,2018-01-14 23:59:59.999000 UTC,226525305.1,152364,8288.382911,110381556.7
2018-01-15 00:00:00.000000 UTC,13477.98,14249.99,13147.79,13539.93,14652.09471,2018-01-15 23:59:59.999000 UTC,200614554.5,145362,7431.063272,101748315.6
2018-01-16 00:00:00.000000 UTC,13500,13542.93,9035,10900,63401.16918,2018-01-16 23:59:59.999000 UTC,722150828.1,418243,30353.40172,346777069.9
2018-01-17 00:00:00.000000 UTC,10899.99,11680.99,9037.94,10988.79,72331.79665,2018-01-17 23:59:59.999000 UTC,744154180.1,517293,35412.79814,365047291.4
2018-01-18 00:00:00.000000 UTC,10972.59,11878.82,10435.33,10961.97,48464.43494,2018-01-18 23:59:59.999000 UTC,541289614.1,393112,23814.38285,266091805.7
2018-01-19 00:00:00.000000 UTC,10960,11795,10360,11474.98,34129.37542,2018-01-19 23:59:59.999000 UTC,382773499.2,273271,16871.41636,189259676.9
2018-01-20 00:00:00.000000 UTC,11474.98,13099,11412.45,12799.94,28768.85783,2018-01-20 23:59:59.999000 UTC,358561107.8,251647,14389.19601,179183657.9
2018-01-21 00:00:00.000000 UTC,12799.8,12799.8,10965,11530,41379.77343,2018-01-21 23:59:59.999000 UTC,485289230.8,360207,20574.76006,241154450
2018-01-22 00:00:00.000000 UTC,11530,11926.35,9900.24,10760.05,43752.60679,2018-01-22 23:59:59.999000 UTC,475716514.2,363264,21300.57583,231677479.1
2018-01-23 00:00:00.000000 UTC,10760.05,11399,9905,10799.18,37473.92255,2018-01-23 23:59:59.999000 UTC,399419413.2,355286,18747.79383,199899519.3
2018-01-24 00:00:00.000000 UTC,10799.14,11570.48,10500,11349.99,27158.58776,2018-01-24 23:59:59.999000 UTC,299470607.4,293429,13087.39309,144335221.6
2018-01-25 00:00:00.000000 UTC,11349.96,11794.05,10950.21,11175.27,20839.95418,2018-01-25 23:59:59.999000 UTC,236081365,221040,10201.38692,115584688.2
2018-01-26 00:00:00.000000 UTC,11184.7,11643,10311.15,11089,33056.87196,2018-01-26 23:59:59.999000 UTC,360482470.2,314720,15330.78955,167328952.4
2018-01-27 00:00:00.000000 UTC,11089,11650,10842.69,11491,18860.76835,2018-01-27 23:59:59.999000 UTC,212663199.5,207478,9208.937963,103935891.8
2018-01-28 00:00:00.000000 UTC,11499.98,12244,11408,11879.95,16887.33952,2018-01-28 23:59:59.999000 UTC,200211582.9,206247,7342.786997,87011013.83
2018-01-29 00:00:00.000000 UTC,11879.95,11975.02,11139.55,11251,14170.37754,2018-01-29 23:59:59.999000 UTC,162110154.9,169199,6016.496871,68819972.52
2018-01-30 00:00:00.000000 UTC,11250.11,11308.42,9900,10237.51,25554.37295,2018-01-30 23:59:59.999000 UTC,268978329.5,259212,11388.09642,119864289.1
2018-01-31 00:00:00.000000 UTC,10230,10425.85,9700,10285.1,18015.95681,2018-01-31 23:59:59.999000 UTC,181644207.1,201422,8782.584442,88609272.64
2018-02-01 00:00:00.000000 UTC,10285.1,10335,8750.99,9224.52,33564.76431,2018-02-01 23:59:59.999000 UTC,317636346,316020,15430.00385,146130725.9
2018-02-02 00:00:00.000000 UTC,9224.52,9250,8010.02,8873.03,49971.62698,2018-02-02 23:59:59.999000 UTC,434236483.7,453411,23113.50358,201292749.5
2018-02-03 00:00:00.000000 UTC,8873.03,9473.01,8229,9199.96,28725.00074,2018-02-03 23:59:59.999000 UTC,256834729.1,327519,14182.83815,127068644.5
2018-02-04 00:00:00.000000 UTC,9199.96,9368,7930,8184.81,32014.30845,2018-02-04 23:59:59.999000 UTC,274912288.4,356134,13805.29579,118884553.2
2018-02-05 00:00:00.000000 UTC,8179.99,8382.8,6625,6939.99,63403.18258,2018-02-05 23:59:59.999000 UTC,471166218.7,533510,29857.35839,222022401
2018-02-06 00:00:00.000000 UTC,6939.63,7878,6000.01,7652.14,100201.5003,2018-02-06 23:59:59.999000 UTC,684364276.4,785996,49565.02079,339117633.4
2018-02-07 00:00:00.000000 UTC,7655.02,8476,7150.01,7599,60778.4605,2018-02-07 23:59:59.999000 UTC,477935038.8,514893,30084.83627,237137973.5
2018-02-08 00:00:00.000000 UTC,7599,7844,7572.09,7784.02,1521.537318,2018-02-08 23:59:59.999000 UTC,11770168.04,12417,844.258813,6532638.638
2018-02-09 00:00:00.000000 UTC,7789.9,8738,7789.9,8683.92,20482.91083,2018-02-09 23:59:59.999000 UTC,173348469.8,273091,10404.04079,88117562.12
2018-02-10 00:00:00.000000 UTC,8683.93,9065.78,8120,8533.98,49381.51265,2018-02-10 23:59:59.999000 UTC,423411421.9,537578,24506.72329,210253734.4
2018-02-11 00:00:00.000000 UTC,8533.99,8549,7726.53,8063.88,45025.18795,2018-02-11 23:59:59.999000 UTC,366966437.2,524626,23180.34192,188849914.3
2018-02-12 00:00:00.000000 UTC,8063.82,8989,8053,8903,41987.85049,2018-02-12 23:59:59.999000 UTC,362440827,477660,20916.94974,180528457.6
2018-02-13 00:00:00.000000 UTC,8903,8950,8351,8539.9,35454.97296,2018-02-13 23:59:59.999000 UTC,305165143.7,401893,16558.45568,142530987.4
2018-02-14 00:00:00.000000 UTC,8535.17,9489.6,8533,9449.99,40811.95287,2018-02-14 23:59:59.999000 UTC,370126692.7,514897,20508.46344,185896385
2018-02-15 00:00:00.000000 UTC,9449.98,10219.5,9301.5,10000.09,52427.59672,2018-02-15 23:59:59.999000 UTC,512388484.7,608349,25805.09889,252255267.9
2018-02-16 00:00:00.000000 UTC,10000.89,10323.37,9666,10159.98,38161.20597,2018-02-16 23:59:59.999000 UTC,381103299.2,405310,18313.00447,182947133.9
2018-02-17 00:00:00.000000 UTC,10156.07,11075.07,10050,11039.55,41882.10841,2018-02-17 23:59:59.999000 UTC,446012696.2,413585,21147.62479,225229265.7
2018-02-18 00:00:00.000000 UTC,11039.55,11274,10080,10383.43,61137.38073,2018-02-18 23:59:59.999000 UTC,649423311.3,537534,29593.86377,314511909.5
2018-02-19 00:00:00.000000 UTC,10375.01,11250,10270.33,11153,40831.41713,2018-02-19 23:59:59.999000 UTC,443766562.7,366882,20619.87713,224193685.4
2018-02-20 00:00:00.000000 UTC,11147.11,11786.01,11100.59,11200.99,48153.35429,2018-02-20 23:59:59.999000 UTC,551573232.2,432197,24211.49181,277480902
2018-02-21 00:00:00.000000 UTC,11195.07,11304.03,10200,10437.6,68113.81875,2018-02-21 23:59:59.999000 UTC,731537130.5,542340,32338.074,347436564.7
2018-02-22 00:00:00.000000 UTC,10439.02,10933.44,9679,9811.04,67060.16648,2018-02-22 23:59:59.999000 UTC,682006373.9,506273,33029.29762,336067441.6
2018-02-23 00:00:00.000000 UTC,9815.55,10435,9570.19,10131.04,57202.70237,2018-02-23 23:59:59.999000 UTC,571800753.5,467480,28031.01137,280171693.1
2018-02-24 00:00:00.000000 UTC,10131.04,10496.97,9352,9694.51,40888.1563,2018-02-24 23:59:59.999000 UTC,405618586.6,337918,18646.87096,185164883.5
2018-02-25 00:00:00.000000 UTC,9694.51,9847,9274.8,9590,28373.51759,2018-02-25 23:59:59.999000 UTC,271286599.1,233567,13956.66153,133525539.4
2018-02-26 00:00:00.000000 UTC,9590,10444.32,9350,10324,34878.29276,2018-02-26 23:59:59.999000 UTC,347559259.7,285276,17045.76871,169936003.4
2018-02-27 00:00:00.000000 UTC,10321,10870,10121,10569.04,30705.38512,2018-02-27 23:59:59.999000 UTC,324295371.1,240542,15187.08374,160450471.5
2018-02-28 00:00:00.000000 UTC,10584.33,11098,10300,10326.76,30800.98378,2018-02-28 23:59:59.999000 UTC,327914696.1,277886,14412.84633,153537202.1
2018-03-01 00:00:00.000000 UTC,10325.64,11060.41,10240,10920,25092.55393,2018-03-01 23:59:59.999000 UTC,268172535.4,230428,12785.4045,136788817.2
2018-03-02 00:00:00.000000 UTC,10923.36,11200,10770,11039,23910.71009,2018-03-02 23:59:59.999000 UTC,262936307,211691,11893.33363,130864918.8
2018-03-03 00:00:00.000000 UTC,11038.99,11544,11015.01,11464.48,21287.15328,2018-03-03 23:59:59.999000 UTC,241749497.9,190444,10842.68278,123142920.2
2018-03-04 00:00:00.000000 UTC,11464.47,11565,11050.02,11515,17295.91865,2018-03-04 23:59:59.999000 UTC,194849579.1,168359,8197.401595,92437014.46
2018-03-05 00:00:00.000000 UTC,11515,11710,11415.01,11454,15144.23106,2018-03-05 23:59:59.999000 UTC,174866951.4,164318,7668.823714,88588986.34
2018-03-06 00:00:00.000000 UTC,11455,11455,10555.48,10716.48,29515.57236,2018-03-06 23:59:59.999000 UTC,323842216.6,250306,13482.2972,147874120.6
2018-03-07 00:00:00.000000 UTC,10716.48,10899,9389.31,9910,50647.67108,2018-03-07 23:59:59.999000 UTC,514808033.5,396721,24022.45123,244164771.4
2018-03-08 00:00:00.000000 UTC,9910,10099,9060,9271.64,41109.47323,2018-03-08 23:59:59.999000 UTC,394641280.6,336514,20257.45584,194608716.9
2018-03-09 00:00:00.000000 UTC,9267.07,9410,8329,9227,64112.29141,2018-03-09 23:59:59.999000 UTC,567082901.1,462712,31166.41485,275735446
2018-03-10 00:00:00.000000 UTC,9230,9490,8667.07,8770.22,37180.01286,2018-03-10 23:59:59.999000 UTC,341210248.4,288066,17639.82728,161991786.1
2018-03-11 00:00:00.000000 UTC,8770.22,9740,8450,9533.57,44325.97339,2018-03-11 23:59:59.999000 UTC,403491260.9,333367,21150.20694,192897625.6
2018-03-12 00:00:00.000000 UTC,9533.57,9888.88,8780,9131.34,42230.77793,2018-03-12 23:59:59.999000 UTC,395562731.9,336642,19369.69776,181454623.9
2018-03-13 00:00:00.000000 UTC,9131.34,9474,8823,9150,40191.40936,2018-03-13 23:59:59.999000 UTC,367353984.7,342734,19856.45705,181534440.8
2018-03-14 00:00:00.000000 UTC,9151.92,9333.78,7900.28,8170,49708.09411,2018-03-14 23:59:59.999000 UTC,426058009.8,399127,22883.32973,196344166.2
2018-03-15 00:00:00.000000 UTC,8184.01,8430,7650,8240.98,52291.02228,2018-03-15 23:59:59.999000 UTC,422130717.5,400529,26414.16025,213358245.7
2018-03-16 00:00:00.000000 UTC,8240.98,8611.64,7900,8260,38815.40989,2018-03-16 23:59:59.999000 UTC,322355002.2,255807,20049.43399,166563494.4
2018-03-17 00:00:00.000000 UTC,8260,8348.62,7721.99,7824.8,33110.20633,2018-03-17 23:59:59.999000 UTC,265973111.6,292041,15677.25736,125987772.4
2018-03-18 00:00:00.000000 UTC,7824.01,8317.4,7322,8189.99,59488.23171,2018-03-18 23:59:59.999000 UTC,458311733.5,423336,28216.51079,217530802.6
2018-03-19 00:00:00.000000 UTC,8189,8705.23,8088.4,8600,55297.08494,2018-03-19 23:59:59.999000 UTC,462654339,360414,27263.32476,228208487.5
