Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2018-03-20 00:00:00.000000 UTC,8595.01,9050,8280,8909.98,44865.10584,2018-03-20 23:59:59.999000 UTC,387879393.5,298261,22849.03524,197422831.3
2018-03-21 00:00:00.000000 UTC,8909.96,9177.01,8750.6,8885,39972.40537,2018-03-21 23:59:59.999000 UTC,358157473.4,293696,19047.4868,170758402.4
2018-03-22 00:00:00.000000 UTC,8884.82,9100,8465.1,8722.9,40617.55681,2018-03-22 23:59:59.999000 UTC,354804129.3,276449,19567.56362,171050710.2
2018-03-23 00:00:00.000000 UTC,8720,8909,8269,8898.03,39991.00767,2018-03-23 23:59:59.999000 UTC,340755592.5,278571,20106.78939,171487640.9
2018-03-24 00:00:00.000000 UTC,8898.04,8999.95,8491,8546.86,35466.60957,2018-03-24 23:59:59.999000 UTC,313254829.9,270300,17302.10809,152967779.9
2018-03-25 00:00:00.000000 UTC,8531.25,8669.85,8365.77,8470.15,29001.76932,2018-03-25 23:59:59.999000 UTC,247023172.3,215660,14379.26436,122528264
2018-03-26 00:00:00.000000 UTC,8470.14,8514.89,7831,8134.23,44033.59566,2018-03-26 23:59:59.999000 UTC,358429758.9,310462,20957.25692,170723432.3
2018-03-27 00:00:00.000000 UTC,8134.22,8215.94,7730,7795.51,37427.64805,2018-03-27 23:59:59.999000 UTC,297609656.4,266540,18462.38211,146860645
2018-03-28 00:00:00.000000 UTC,7795.51,8109,7728,7949.3,26401.33167,2018-03-28 23:59:59.999000 UTC,209186093.2,183620,13685.41714,108484584.6
2018-03-29 00:00:00.000000 UTC,7949.3,7975,6941.11,7090.14,54620.91513,2018-03-29 23:59:59.999000 UTC,405591158.6,359537,24584.81155,182402558.2
2018-03-30 00:00:00.000000 UTC,7090.16,7292.43,6600.1,6840.23,65306.03198,2018-03-30 23:59:59.999000 UTC,450352009.2,400057,31944.39058,220453635.6
2018-03-31 00:00:00.000000 UTC,6840.24,7223.36,6777,6923.91,36868.53909,2018-03-31 23:59:59.999000 UTC,258341534.5,240293,19086.03361,133763988.3
2018-04-01 00:00:00.000000 UTC,6922,7049.98,6430,6813.01,44071.43046,2018-04-01 23:59:59.999000 UTC,297470498.8,260942,21899.30066,147951173.8
2018-04-02 00:00:00.000000 UTC,6813.01,7125,6765,7056,32123.56007,2018-04-02 23:59:59.999000 UTC,224322159.4,206780,16365.68359,114292405.9
2018-04-03 00:00:00.000000 UTC,7063.97,7520,7011.01,7405.21,37787.33181,2018-04-03 23:59:59.999000 UTC,277080072.8,248143,19218.85049,140892233.1
2018-04-04 00:00:00.000000 UTC,7405.21,7427.52,6707,6796.1,42227.1838,2018-04-04 23:59:59.999000 UTC,297443582.7,277249,20299.4022,142890978.6
2018-04-05 00:00:00.000000 UTC,6796.1,6902,6566.69,6770.76,39029.73146,2018-04-05 23:59:59.999000 UTC,263446941.1,238476,18991.10271,128270766.9
2018-04-06 00:00:00.000000 UTC,6770,6850,6500,6601.39,27455.01192,2018-04-06 23:59:59.999000 UTC,182139799.8,162456,13778.06346,91424043.8
2018-04-07 00:00:00.000000 UTC,6601.39,7070,6586.28,6895.8,32269.57827,2018-04-07 23:59:59.999000 UTC,222323863.5,178577,16460.73623,113334533.9
2018-04-08 00:00:00.000000 UTC,6895.81,7109.13,6880,7018,21427.67317,2018-04-08 23:59:59.999000 UTC,149967346.7,152461,11211.61595,78468498.47
2018-04-09 00:00:00.000000 UTC,7011.04,7185,6611,6782.72,34078.29721,2018-04-09 23:59:59.999000 UTC,234309953.8,212669,17046.4286,117289580
2018-04-10 00:00:00.000000 UTC,6781.55,6890,6656,6843.9,22326.7281,2018-04-10 23:59:59.999000 UTC,151417844.3,147755,11456.44794,77704393.56
2018-04-11 00:00:00.000000 UTC,6839.56,6990,6787,6953.79,23997.87118,2018-04-11 23:59:59.999000 UTC,165264003.4,155607,12530.65891,86309556.52
2018-04-12 00:00:00.000000 UTC,6953.78,8012.23,6743.2,7923,64861.59599,2018-04-12 23:59:59.999000 UTC,485176252.5,404588,33198.86779,248243486.5
2018-04-13 00:00:00.000000 UTC,7922.99,8233.39,7732,7877.41,55044.52315,2018-04-13 23:59:59.999000 UTC,439884522.7,351905,27485.08304,219615109.1
2018-04-14 00:00:00.000000 UTC,7877.48,8186,7810,7999.01,31621.28636,2018-04-14 23:59:59.999000 UTC,252868761.3,194500,16283.46605,130249061.3
2018-04-15 00:00:00.000000 UTC,8004,8429.54,7999.02,8355,27946.72044,2018-04-15 23:59:59.999000 UTC,230287099.6,181778,14619.4641,120469031.2
2018-04-16 00:00:00.000000 UTC,8355.07,8419,7867,8064.92,36664.06972,2018-04-16 23:59:59.999000 UTC,295817536.5,226748,17912.93846,144490340.3
2018-04-17 00:00:00.000000 UTC,8064.92,8173.7,7825.4,7885.02,32152.60357,2018-04-17 23:59:59.999000 UTC,258221765.6,221228,15662.79502,125845498.6
2018-04-18 00:00:00.000000 UTC,7890.96,8236.43,7868,8173,26969.04457,2018-04-18 23:59:59.999000 UTC,217649160.1,183472,14559.15229,117565317.9
2018-04-19 00:00:00.000000 UTC,8173.99,8296,8080,8278,27113.84746,2018-04-19 23:59:59.999000 UTC,222675105.8,196821,13747.59593,112939221.7
2018-04-20 00:00:00.000000 UTC,8273.84,8930,8177.09,8856.98,39795.33749,2018-04-20 23:59:59.999000 UTC,337288580.4,289687,21087.90367,178802594.4
2018-04-21 00:00:00.000000 UTC,8852.12,9035,8565,8915.31,40872.22991,2018-04-21 23:59:59.999000 UTC,358915978.1,295374,21145.84239,185753264.9
2018-04-22 00:00:00.000000 UTC,8915.31,9020.67,8727.68,8787.02,29458.25348,2018-04-22 23:59:59.999000 UTC,261804372.9,229871,14937.89912,132830238.4
2018-04-23 00:00:00.000000 UTC,8785.7,8985,8745,8934.01,25838.11471,2018-04-23 23:59:59.999000 UTC,229754640.6,190944,13246.60506,117823053.8
2018-04-24 00:00:00.000000 UTC,8934,9731.01,8922,9619.99,46268.79011,2018-04-24 23:59:59.999000 UTC,431210048.1,326608,24784.71044,231061865.3
2018-04-25 00:00:00.000000 UTC,9618.96,9759.82,8730,8869.99,81110.03759,2018-04-25 23:59:59.999000 UTC,745137763,477363,38824.01381,356851505.7
2018-04-26 00:00:00.000000 UTC,8869.99,9307.48,8651.62,9266,43300.30425,2018-04-26 23:59:59.999000 UTC,385046648.1,285850,22640.66914,201458888.2
2018-04-27 00:00:00.000000 UTC,9267.03,9395,8889,8915.35,37241.34704,2018-04-27 23:59:59.999000 UTC,342805674.6,268471,18517.60428,170503662.7
2018-04-28 00:00:00.000000 UTC,8915.35,9427.48,8870,9348,34759.62842,2018-04-28 23:59:59.999000 UTC,321653866.2,257288,18251.63145,169069669.9
2018-04-29 00:00:00.000000 UTC,9348,9570.51,9163.74,9419,38149.85004,2018-04-29 23:59:59.999000 UTC,357004896,311494,19364.94518,181366653.8
2018-04-30 00:00:00.000000 UTC,9417.04,9458.64,9124.99,9246.01,35002.03388,2018-04-30 23:59:59.999000 UTC,325019389.2,285951,17461.18903,162179073.4
2018-05-01 00:00:00.000000 UTC,9246.01,9248.99,8800.49,9071.48,41018.46363,2018-05-01 23:59:59.999000 UTC,368688349.6,268741,20050.16784,180200005
2018-05-02 00:00:00.000000 UTC,9071.48,9268,8970.2,9247.84,26123.54396,2018-05-02 23:59:59.999000 UTC,238421833.8,188258,13960.45553,127439644.8
2018-05-03 00:00:00.000000 UTC,9247.81,9844,9168.4,9750,38768.38829,2018-05-03 23:59:59.999000 UTC,366028365.2,282581,21093.14034,199234352.4
2018-05-04 00:00:00.000000 UTC,9750,9830.04,9520.85,9713.99,28681.58888,2018-05-04 23:59:59.999000 UTC,277565997.6,210165,14779.49955,143070410
2018-05-05 00:00:00.000000 UTC,9714,10020,9682,9864,24990.01835,2018-05-05 23:59:59.999000 UTC,246807563.5,212076,13011.84429,128527643
2018-05-06 00:00:00.000000 UTC,9863.99,9970,9417.03,9659.01,27690.35156,2018-05-06 23:59:59.999000 UTC,267359420.3,229309,13297.50696,128427770.5
2018-05-07 00:00:00.000000 UTC,9661.02,9689.67,9181,9365,33787.64001,2018-05-07 23:59:59.999000 UTC,316015961.4,230754,15818.0488,147985335.4
2018-05-08 00:00:00.000000 UTC,9365,9475.7,9060.54,9187.56,25533.83189,2018-05-08 23:59:59.999000 UTC,236418155.7,189159,13086.54747,121220083.4
2018-05-09 00:00:00.000000 UTC,9178,9390,8965,9310,25673.5249,2018-05-09 23:59:59.999000 UTC,235736782.3,192337,13597.26816,124869560.7
2018-05-10 00:00:00.000000 UTC,9310,9395.12,8970,9002.2,25055.06372,2018-05-10 23:59:59.999000 UTC,231595002.6,221075,12548.13816,116002381.6
2018-05-11 00:00:00.000000 UTC,9002.21,9016.8,8341,8400,48227.04806,2018-05-11 23:59:59.999000 UTC,418859806.5,365538,22767.45867,197915875.7
2018-05-12 00:00:00.000000 UTC,8405.94,8646.88,8153,8465.94,40241.32081,2018-05-12 23:59:59.999000 UTC,337899865.9,310305,19545.9742,164142437.4
2018-05-13 00:00:00.000000 UTC,8475.44,8763.36,8298,8679.71,25632.86936,2018-05-13 23:59:59.999000 UTC,219455683.1,215590,12797.04791,109577063.6
2018-05-14 00:00:00.000000 UTC,8679.71,8879.99,8277,8663.34,37389.66653,2018-05-14 23:59:59.999000 UTC,320583612.2,292731,18408.05564,157869523.8
2018-05-15 00:00:00.000000 UTC,8663.37,8859.99,8401.3,8462,28126.95614,2018-05-15 23:59:59.999000 UTC,242341031.1,360379,13977.49765,120464422.6
2018-05-16 00:00:00.000000 UTC,8462,8488,8083.01,8330,31130.71891,2018-05-16 23:59:59.999000 UTC,257056552.4,300842,15627.10137,129113378.8
2018-05-17 00:00:00.000000 UTC,8330,8464,7979,8041.46,25439.8448,2018-05-17 23:59:59.999000 UTC,209489039.3,310780,12489.2645,103022237.8
2018-05-18 00:00:00.000000 UTC,8038.82,8273.21,7911.9,8239.81,23476.15825,2018-05-18 23:59:59.999000 UTC,189870380.9,183913,12352.9627,99971085.73
2018-05-19 00:00:00.000000 UTC,8238.01,8390.8,8095.73,8233.49,17193.42428,2018-05-19 23:59:59.999000 UTC,141878775.4,134185,8731.948551,72082928.17
2018-05-20 00:00:00.000000 UTC,8233.49,8609,8163.9,8526.98,19957.05711,2018-05-20 23:59:59.999000 UTC,167440553.7,161265,10632.45096,89177519.97
2018-05-21 00:00:00.000000 UTC,8526.97,8595.31,8305,8381.24,21516.59649,2018-05-21 23:59:59.999000 UTC,181750674.8,184158,10738.6864,90716245.79
2018-05-22 00:00:00.000000 UTC,8386.89,8400.18,7935.11,7977.11,23710.90286,2018-05-22 23:59:59.999000 UTC,194335432.4,192154,11801.52708,96803604.56
2018-05-23 00:00:00.000000 UTC,7977.12,8031.9,7425,7501.95,42910.66677,2018-05-23 23:59:59.999000 UTC,331238049.6,306812,20890.88927,161412820.8
2018-05-24 00:00:00.000000 UTC,7501.95,7730.73,7266.99,7575.01,37845.4466,2018-05-24 23:59:59.999000 UTC,284286378.5,253694,19012.98125,142901418.8
2018-05-25 00:00:00.000000 UTC,7578.99,7649.55,7308.15,7457,26739.95664,2018-05-25 23:59:59.999000 UTC,199749586,239025,13830.87024,103360633
2018-05-26 00:00:00.000000 UTC,7456.99,7620,7300,7333.96,19464.08607,2018-05-26 23:59:59.999000 UTC,145636226.5,212344,10377.95564,77725757.25
2018-05-27 00:00:00.000000 UTC,7334,7400,7231.11,7338.99,18706.94552,2018-05-27 23:59:59.999000 UTC,136710618.5,198341,10258.27695,74990830.63
2018-05-28 00:00:00.000000 UTC,7338.99,7437,7058.02,7099,27219.43896,2018-05-28 23:59:59.999000 UTC,196788994.3,233392,14409.48781,104233730.2
2018-05-29 00:00:00.000000 UTC,7099,7540,7032.95,7461.29,39407.21183,2018-05-29 23:59:59.999000 UTC,288070643.9,237359,21855.93031,159656478.1
2018-05-30 00:00:00.000000 UTC,7467.98,7569,7260.5,7375.96,32041.58362,2018-05-30 23:59:59.999000 UTC,237956894,242079,17205.94892,127816792.8
2018-05-31 00:00:00.000000 UTC,7382.07,7699,7327.51,7485.01,30776.0631,2018-05-31 23:59:59.999000 UTC,231017579.8,274399,17009.01323,127645145.7
2018-06-01 00:00:00.000000 UTC,7485.01,7608.55,7355.54,7521.01,28259.12408,2018-06-01 23:59:59.999000 UTC,211458512.1,303069,15701.20543,117516855.7
2018-06-02 00:00:00.000000 UTC,7521.01,7697.33,7437,7640.03,26720.69022,2018-06-02 23:59:59.999000 UTC,203370447.7,290131,15540.05112,118295999
2018-06-03 00:00:00.000000 UTC,7636.81,7786.69,7600,7714.26,27505.15895,2018-06-03 23:59:59.999000 UTC,211737376.9,349636,15760.91067,121340420.8
2018-06-04 00:00:00.000000 UTC,7714.26,7760.52,7446.5,7487,32258.83512,2018-06-04 23:59:59.999000 UTC,244167051.2,307003,17730.33582,134226423.8
2018-06-05 00:00:00.000000 UTC,7487,7679.49,7358,7625,31722.97338,2018-06-05 23:59:59.999000 UTC,237722147.7,236865,17315.6884,129807510.9
2018-06-06 00:00:00.000000 UTC,7626.64,7699,7467.05,7658.84,27229.9919,2018-06-06 23:59:59.999000 UTC,207006657.8,257573,15071.58787,114621117.2
2018-06-07 00:00:00.000000 UTC,7658.79,7765,7620,7691.08,25062.2272,2018-06-07 23:59:59.999000 UTC,192949056.8,244186,14415.5552,110989280.3
2018-06-08 00:00:00.000000 UTC,7691.08,7703.5,7531,7603.44,23396.80467,2018-06-08 23:59:59.999000 UTC,178204158.4,321734,13038.95834,99303699.2
2018-06-09 00:00:00.000000 UTC,7603.44,7683.98,7450,7491.73,19339.88518,2018-06-09 23:59:59.999000 UTC,147171153.4,278971,10653.46212,81075317.68
2018-06-10 00:00:00.000000 UTC,7491.73,7491.73,6622.81,6764.99,52342.02003,2018-06-10 23:59:59.999000 UTC,367338754.6,471088,25976.24667,182618941.8
2018-06-11 00:00:00.000000 UTC,6765,6922,6610,6872,34552.1623,2018-06-11 23:59:59.999000 UTC,233056682.9,203442,18716.66706,126255580.9
2018-06-12 00:00:00.000000 UTC,6872,6890.51,6435,6530,36722.21119,2018-06-12 23:59:59.999000 UTC,245787800.8,224658,19299.73551,129341138
2018-06-13 00:00:00.000000 UTC,6530,6627.6,6118.68,6292.78,46185.5181,2018-06-13 23:59:59.999000 UTC,295395681.7,266517,25367.24336,162375277.4
2018-06-14 00:00:00.000000 UTC,6292.78,6720,6260,6635.98,44478.13084,2018-06-14 23:59:59.999000 UTC,289074808.8,256384,23838.21857,154927680.5
